,,List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
,,"$146,400.00",3067 ROYAL PALM AVE,FORT MYERS,3 Bed/1(0),"1,212",4,"$120,000.00",07/31/23
,,"$180,000.00",1422 TANGERINE ST,IMMOKALEE,3 Bed/2(0),"1,044",8,"$120,000.00",09/11/23
,,"$120,000.00",10 ALCALA AVE,LEHIGH ACRES,4 Bed/1(0),"1,100",0,"$120,000.00",09/20/23
,,"$150,000.00",1080 WAGON TRL,MOORE HAVEN,2 Bed/1(0),"1,187",17,"$120,000.00",11/30/23
,,"$120,000.00",3912 14TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,409",2,"$122,000.00",08/10/23
,,"$124,900.00",8750 ORTIZ CIR,FORT MYERS,2 Bed/1(0),672,7,"$122,500.00",10/10/23
,,"$139,999.00",2981 MARKET ST,FORT MYERS,2 Bed/1(0),"1,248",14,"$124,000.00",12/08/23
,,"$225,000.00",1777 EBENEZER CT,FORT MYERS,3 Bed/2(0),"1,050",4,"$125,000.00",10/02/23
,,"$145,000.00",164 PROSPECT AVE,FORT MYERS,2 Bed/1(0),806,8,"$130,000.00",11/10/23
,,"$135,000.00",402 MARY ST,PUNTA GORDA,2 Bed/1(0),720,20,"$131,000.00",11/01/23
,,"$133,000.00",307 NEW YORK DR,FORT MYERS,2 Bed/1(0),720,12,"$133,000.00",10/20/23
,,"$150,000.00",7823-7825 MCDANIEL DR,NORTH FORT MYERS,4 Bed/3(0),"2,036",75,"$134,500.00",12/01/23
,,"$160,000.00",124 ALABAMA RD S,LEHIGH ACRES,3 Bed/2(0),"1,400",5,"$135,000.00",11/15/23
,,"$175,000.00",607 SW 25TH LN,CAPE CORAL,3 Bed/2(0),"1,176",0,"$140,000.00",12/28/23
,,"$159,900.00",5221 LEE ST,LEHIGH ACRES,2 Bed/1(0),640,7,"$140,000.00",07/25/23
,,"$169,900.00",7870 BREEZE DR,NORTH FORT MYERS,3 Bed/1(0),840,86,"$140,000.00",12/28/23
,,"$140,000.00",1132 RIVER RD,NORTH FORT MYERS,2 Bed/1(0),"1,048",32,"$140,000.00",11/13/23
,,"$150,000.00",27266 MANDALAY DR,PUNTA GORDA,2 Bed/1(0),864,31,"$140,000.00",09/20/23
,,"$172,500.00",27097 PASADENA DR,PUNTA GORDA,3 Bed/1(0),"1,134",72,"$140,000.00",10/25/23
,,"$142,000.00",9 DAWN FLOWER CIR,LEHIGH ACRES,2 Bed/2(0),816,4,"$142,100.00",08/03/23
,,"$150,000.00",3319 ELLINGTON CT,FORT MYERS,2 Bed/1(0),624,34,"$144,000.00",12/01/23
,,"$155,000.00",1604 PAWNEE ST,FORT MYERS,3 Bed/1(0),977,10,"$145,000.00",08/29/23
,,"$145,000.00",1103 WESLEY ST W,LEHIGH ACRES,1 Bed/1(0),596,0,"$145,000.00",12/04/23
,,"$149,900.00",107 RICHMOND AVE N,LEHIGH ACRES,2 Bed/1(0),880,1,"$145,500.00",09/06/23
,,"$146,000.00",1393 WHITE CEDAR LN,NORTH FORT MYERS,3 Bed/2(0),"1,324",--,"$146,000.00",10/13/23
,,"$160,000.00",1222 NE 14TH PL,CAPE CORAL,3 Bed/1(0),"1,112",5,"$147,000.00",08/21/23
,,"$155,000.00",4461 BIRMINGHAM ST,FORT MYERS,2+Den/1(0),816,3,"$150,000.00",09/28/23
,,"$150,000.00",3662 SABAL SPRINGS BLVD,NORTH FORT MYERS,2 Bed/2(0),"1,255",0,"$150,000.00",10/02/23
,,"$150,000.00",21512 HOLDERN AVE,PORT CHARLOTTE,2 Bed/1(0),888,--,"$150,000.00",10/20/23
,,"$144,000.00",2416 ELKCAM BLVD,PORT CHARLOTTE,2 Bed/1(0),823,2,"$151,500.00",09/08/23
,,"$175,000.00",1210 PATTERSON RD,CAPE CORAL,3 Bed/2(0),"1,068",21,"$155,000.00",10/27/23
,,"$160,000.00",719 CAROLINA AVE,CLEWISTON,2 Bed/1(0),"1,008",22,"$155,000.00",10/06/23
,,"$145,000.00",308 LOUISE AVE,FORT MYERS,4+Den/1(0),"1,752",1,"$155,000.00",12/13/23
,,"$155,000.00",235 ROSE ST,NORTH FORT MYERS,/2(0),"1,655",0,"$155,000.00",10/10/23
,,"$159,900.00",2922 LINCOLN BLVD,FORT MYERS,3 Bed/1(0),"1,100",1,"$157,000.00",09/11/23
,,"$150,000.00",6 NE 17TH PL,CAPE CORAL,3 Bed/2(0),"1,160",2,"$158,000.00",09/06/23
,,"$169,000.00",3313 10TH ST SW,LEHIGH ACRES,2 Bed/1(0),640,19,"$158,500.00",11/17/23
,,"$160,000.00",544 CAROLINA AVE,FORT MYERS,3 Bed/1(0),"1,075",2,"$160,000.00",08/24/23
,,"$189,900.00",244 REDLIN ST,NORTH FORT MYERS,2 Bed/2(0),"1,337",83,"$160,000.00",12/29/23
,,"$164,900.00",447 SAN JOSE ST,NORTH FORT MYERS,2 Bed/1(1),"1,240",6,"$162,000.00",12/11/23
,,"$145,000.00",1369 BROOKHILL DR,FORT MYERS,3 Bed/2(0),984,2,"$165,000.00",11/02/23
,,"$199,900.00",950 MOODY RD #108,NORTH FORT MYERS,3 Bed/2(0),"1,520",0,"$165,000.00",11/22/23
,,"$189,000.00",1338 OLD BRIDGE RD,NORTH FORT MYERS,2 Bed/1(0),805,30,"$165,000.00",11/03/23
,,"$175,000.00",1130 RIVER RD,NORTH FORT MYERS,2 Bed/1(0),"1,068",29,"$165,000.00",10/19/23
,,"$165,000.00",449 SKYLARK LN NW,PORT CHARLOTTE,2 Bed/2(0),948,--,"$165,000.00",09/06/23
,,"$165,000.00",869 MENSH TER NW,PORT CHARLOTTE,2 Bed/2(0),972,2,"$165,000.00",07/27/23
,,"$167,500.00",710 AQUI ESTA DR,PUNTA GORDA,2 Bed/2(0),988,6,"$167,500.00",12/12/23
,,"$210,000.00",1013 JOEL BLVD,LEHIGH ACRES,3 Bed/1(0),"1,090",5,"$170,000.00",10/23/23
,,"$168,900.00",1318 PINE CT,PORT CHARLOTTE,2 Bed/1(0),720,32,"$170,000.00",12/15/23
,,"$164,400.00",2271 ALTON RD,PORT CHARLOTTE,2 Bed/2(0),"1,221",1,"$170,000.00",09/22/23
,,"$175,000.00",1550 APOLLO DR,FORT MYERS,3 Bed/2(0),"1,638",18,"$175,000.00",09/22/23
,,"$175,000.00",1929 GOLFSIDE VILLAGE DR,LEHIGH ACRES,2 Bed/2(0),"1,279",0,"$175,000.00",10/24/23
,,"$165,000.00",1127 LOVELY LN,NORTH FORT MYERS,3 Bed/2(0),"1,075",1,"$175,000.00",07/19/23
,,"$179,000.00",3813 HIGHLAND AVE,FORT MYERS,3 Bed/1(0),936,0,"$179,000.00",08/16/23
,,"$179,990.00",164 TRADEWINDS DR NW,PORT CHARLOTTE,3 Bed/2(0),994,20,"$179,990.00",09/26/23
,,"$195,000.00",1362 BROOKHILL DR,FORT MYERS,3 Bed/2(0),"1,158",14,"$180,000.00",12/29/23
,,"$189,900.00",2251 ROYAL PALM AVE,FORT MYERS,2 Bed/1(0),800,30,"$180,000.00",09/15/23
,,"$180,000.00",6429 ROYAL WOODS DR,FORT MYERS,3 Bed/2(0),"1,378",2,"$180,000.00",06/30/23
,,"$200,000.00",174 FAVOR AVE,LABELLE,5 Bed/2(0),"1,194",4,"$180,000.00",08/24/23
,,"$199,000.00",22267 BELINDA AVE,PORT CHARLOTTE,2 Bed/1(0),"1,292",63,"$180,000.00",11/17/23
,,"$189,999.00",3444 LUCERNE TER,PORT CHARLOTTE,2 Bed/1(0),748,126,"$180,000.00",12/29/23
,,"$175,000.00",1308 KEUKA AVE,NORTH FORT MYERS,2 Bed/2(0),932,4,"$181,500.00",08/25/23
,,"$189,900.00",2665 SAINT CHARLES ST,FORT MYERS,2 Bed/1(0),644,30,"$182,000.00",12/29/23
,,"$200,000.00",4128 MADISON AVE,FORT MYERS,3+Den/2(0),"1,452",7,"$182,000.00",11/08/23
,,"$175,000.00",2600 ASHWOOD ST,FORT MYERS,2 Bed/1(0),840,3,"$183,000.00",09/28/23
,,"$175,000.00",317 SE 26TH TER,CAPE CORAL,3 Bed/2(0),"1,490",1,"$184,000.00",09/08/23
,,"$199,000.00",339 W TRINIDAD AVE,CLEWISTON,3 Bed/1(0),864,25,"$185,000.00",10/06/23
,,"$185,000.00",1378 NUNA AVE,FORT MYERS,3 Bed/2(0),"1,392",3,"$185,000.00",12/14/23
,,"$199,900.00",4455 BIRMINGHAM ST,FORT MYERS,2 Bed/1(0),721,91,"$185,000.00",12/07/23
,,"$200,000.00",1423 ALWYNNE DR,LEHIGH ACRES,2+Den/2(0),"1,808",6,"$185,000.00",12/20/23
,,"$199,000.00",205 COACH LN,NORTH FORT MYERS,2 Bed/2(0),"1,152",20,"$185,000.00",08/15/23
,,"$211,500.00",1429 FLORAL DR,FORT MYERS,3 Bed/2(0),"1,156",17,"$187,000.00",11/27/23
,,"$199,900.00",6472 ROYAL WOODS DR,FORT MYERS,2 Bed/2(0),"1,153",10,"$187,000.00",09/29/23
,,"$199,900.00",185 W MARIANA AVE,NORTH FORT MYERS,2 Bed/1(0),768,16,"$187,500.00",08/23/23
,,"$199,900.00",183 W MARIANA AVE,NORTH FORT MYERS,2 Bed/1(0),575,11,"$187,500.00",08/23/23
,,"$225,000.00",1641 CORONADO RD,FORT MYERS,2 Bed/1(0),641,6,"$188,000.00",11/01/23
,,"$185,000.00",1133 MISSISSIPPI AVE,CLEWISTON,3 Bed/1(1),"1,304",11,"$190,000.00",09/11/23
,,"$205,000.00",5531 9TH AVE,FORT MYERS,3 Bed/1(0),864,8,"$190,000.00",11/15/23
,,"$180,000.00",2668 LARMIE ST,FORT MYERS,3 Bed/1(0),984,36,"$190,000.00",12/22/23
,,"$190,000.00",2504 42ND ST W,LEHIGH ACRES,3 Bed/2(0),"1,309",--,"$190,000.00",04/27/23
,,"$200,000.00",3619 1ST ST SW,LEHIGH ACRES,3 Bed/2(0),"1,130",17,"$190,000.00",08/18/23
,,"$175,000.00",8141 CLEAVES RD,NORTH FORT MYERS,2 Bed/2(0),"1,018",5,"$190,000.00",10/31/23
,,"$289,000.00",605 NW 25TH TER,CAPE CORAL,3 Bed/2(0),"1,425",14,"$195,000.00",12/20/23
,,"$225,000.00",1811 WINKLER AVE,FORT MYERS,2 Bed/1(0),728,59,"$195,000.00",12/29/23
,,"$197,900.00",5614 5TH AVE,FORT MYERS,3 Bed/1(0),976,8,"$195,000.00",09/14/23
,,"$200,000.00",1109 E JASMINE RD,LEHIGH ACRES,2 Bed/1(1),"1,476",18,"$195,000.00",10/31/23
,,"$195,000.00",24 ALABAMA RD S,LEHIGH ACRES,2 Bed/1(0),920,2,"$195,000.00",09/28/23
,,"$200,000.00",94 VINE ST,NORTH FORT MYERS,2 Bed/1(0),960,44,"$195,000.00",12/26/23
,,"$209,999.00",11102 1ST AVE,PUNTA GORDA,2 Bed/1(0),768,39,"$195,000.00",11/21/23
,,"$199,900.00",6840 VILLAVIEW DR,PUNTA GORDA,2 Bed/2(0),"1,144",18,"$195,000.00",09/06/23
,,"$199,900.00",218 MAPLE AVE S,LEHIGH ACRES,2 Bed/2(0),"1,289",35,"$196,000.00",08/28/23
,,"$194,900.00",1742 PALM DR,FORT MYERS,3 Bed/1(0),"1,224",0,"$197,000.00",10/18/23
,,"$199,000.00",341 W HAITI AVE,CLEWISTON,3 Bed/2(0),864,86,"$199,000.00",12/15/23
,,"$199,000.00",3704 BALLARD RD,FORT MYERS,3 Bed/2(0),"1,127",6,"$199,000.00",12/28/23
,,"$199,000.00",2933 MARKET ST,FORT MYERS,3 Bed/1(0),920,1,"$199,000.00",12/04/23
,,"$199,900.00",3656 SUNTRUST DR,FORT MYERS,3 Bed/1(0),"1,144",7,"$199,000.00",12/13/23
,,"$199,973.00",16781 GINA WAY,FORT MYERS,2+Den/1(0),"1,038",3,"$199,000.00",10/09/23
,,"$200,000.00",13008 FOURTH ST,FORT MYERS,3 Bed/2(0),"1,409",--,"$200,000.00",06/30/23
,,"$175,000.00",2193 DELTA ST,FORT MYERS,3 Bed/1(0),858,7,"$200,000.00",12/29/23
,,"$259,900.00",2212 BARRY DR,FORT MYERS,3 Bed/2(0),805,49,"$200,000.00",12/19/23
,,"$250,000.00",4061 MANDARIN CT,FORT MYERS,2 Bed/2(0),"1,453",2,"$200,000.00",10/10/23
,,"$279,700.00",2224 ALDRIDGE AVE E,FORT MYERS,2 Bed/1(0),"1,221",5,"$200,000.00",09/29/23
,,"$200,000.00",13008 FOURTH ST,FORT MYERS,3 Bed/2(0),"1,409",--,"$200,000.00",06/30/23
,,"$200,000.00",4142 EDGEWOOD AVE,FORT MYERS,2 Bed/1(0),968,--,"$200,000.00",08/08/23
,,"$199,900.00",304 KINGSTON DR,FORT MYERS,3 Bed/1(0),856,37,"$200,000.00",10/27/23
,,"$200,000.00",115 AIRVIEW AVE,LEHIGH ACRES,2 Bed/2(1),"1,412",2,"$200,000.00",12/15/23
,,"$199,000.00",1624 DANIELS DR,NORTH FORT MYERS,3 Bed/1(0),"1,058",2,"$200,000.00",08/30/23
,,"$199,900.00",2701 PACKINGHOUSE RD,ALVA,2 Bed/1(0),"1,016",13,"$201,000.00",09/07/23
,,"$250,000.00",1439 SE 12TH ST,CAPE CORAL,3 Bed/2(0),"1,415",4,"$205,000.00",10/20/23
,,"$209,900.00",512 EL DORADO PKWY E,CAPE CORAL,2 Bed/2(0),"1,268",4,"$205,000.00",09/14/23
,,"$249,000.00",6043 BIRNAM WOOD LN,FORT MYERS,3 Bed/2(0),"1,511",12,"$205,000.00",12/04/23
,,"$239,500.00",314 RUSHMORE AVE N,LEHIGH ACRES,3 Bed/1(0),"1,107",65,"$205,000.00",12/21/23
,,"$199,900.00",204 E BOUGAINVILLEA RD,LEHIGH ACRES,2 Bed/1(1),"1,384",8,"$205,000.00",10/31/23
,,"$205,000.00",512 YORK RD,LEHIGH ACRES,2 Bed/1(0),997,0,"$205,000.00",09/22/23
,,"$200,000.00",2321 THURLOW ST,ALVA,3 Bed/2(0),"1,260",2,"$205,100.00",07/18/23
,,"$348,000.00",1002 LEELAND HEIGHTS BLVD E,LEHIGH ACRES,3 Bed/2(0),"1,527",98,"$206,300.00",11/22/23
,,"$239,000.00",614 SE VAN LOON TER,CAPE CORAL,3 Bed/2(0),"1,260",6,"$208,900.00",09/06/23
,,"$199,000.00",1021 NW 10TH AVE,CAPE CORAL,3 Bed/2(0),"1,408",2,"$210,000.00",12/01/23
,,"$210,000.00",2520 SW 12TH AVE,CAPE CORAL,3 Bed/2(0),"1,241",--,"$210,000.00",08/15/23
,,"$280,000.00",5710 SW 1ST CT,CAPE CORAL,3 Bed/2(0),"2,160",11,"$210,000.00",08/11/23
,,"$250,000.00",1201 SE 25TH LN,CAPE CORAL,3 Bed/2(0),"1,256",1,"$210,000.00",07/28/23
,,"$229,900.00",1023 EL RIO AVE,FORT MYERS,2 Bed/2(0),"1,540",2,"$210,000.00",10/18/23
,,"$220,000.00",417 ROOSEVELT AVE,LEHIGH ACRES,3 Bed/2(0),"1,200",4,"$210,000.00",11/15/23
,,"$229,999.00",222 ROSE ST,NORTH FORT MYERS,3 Bed/1(0),"1,580",26,"$210,000.00",11/17/23
,,"$199,900.00",5111 4TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,809",3,"$210,500.00",09/29/23
,,"$225,000.00",2635 SE 17TH AVE,CAPE CORAL,3 Bed/2(0),"1,393",1,"$212,000.00",07/10/23
,,"$199,900.00",4315 DOUGLAS LN,LEHIGH ACRES,2 Bed/1(0),876,6,"$212,500.00",11/15/23
,,"$227,700.00",460 MOUNT VERNON CT,EUSTIS,2+Den/1(1),"1,060",0,"$212,700.00",09/18/23
,,"$213,000.00",3901 GALT ISLAND AVE,ST. JAMES CITY,3 Bed/3(0),"2,475",--,"$213,000.00",03/17/23
,,"$214,900.00",2704 21ST ST W,LEHIGH ACRES,2 Bed/1(0),760,9,"$213,500.00",10/24/23
,,"$214,000.00",1597 HINTON ST,PORT CHARLOTTE,2 Bed/2(0),"1,400",--,"$214,000.00",08/04/23
,,"$250,900.00",1205 SE 36TH ST,CAPE CORAL,3 Bed/2(0),"1,242",2,"$215,000.00",09/22/23
,,"$349,999.00",959 N TOWN AND RIVER DR,FORT MYERS,3 Bed/2(0),"1,885",20,"$215,000.00",12/06/23
,,"$229,000.00",115 ZENITH CIR,FORT MYERS,3 Bed/2(0),"1,272",3,"$215,000.00",10/06/23
,,"$239,900.00",212 FORT THOMPSON AVE,LABELLE,2 Bed/1(0),672,13,"$215,000.00",09/15/23
,,"$219,900.00",2015 LIGHTHOUSE CT,LABELLE,2 Bed/1(0),804,3,"$215,000.00",07/26/23
,,"$210,000.00",3817 18TH ST W,LEHIGH ACRES,2 Bed/1(0),600,4,"$215,000.00",09/18/23
,,"$215,000.00",24 CHARWOOD CIR,LEHIGH ACRES,2 Bed/2(0),831,8,"$215,000.00",09/14/23
,,"$239,000.00",1273 SALYERS ST,PORT CHARLOTTE,2 Bed/2(0),"1,104",20,"$215,000.00",11/28/23
,,"$219,981.00",23107 ELMIRA BLVD,PORT CHARLOTTE,2 Bed/2(0),"1,077",58,"$215,000.00",12/07/23
,,"$229,000.00",681 DALTON BLVD,PORT CHARLOTTE,3 Bed/2(0),"1,395",97,"$215,000.00",11/17/23
,,"$219,000.00",303 DETROIT AVE,FORT MYERS,3 Bed/2(0),"1,326",1,"$217,000.00",10/02/23
,,"$225,000.00",320 MORGAN CIR N,LEHIGH ACRES,2 Bed/1(0),901,9,"$218,000.00",11/13/23
,,"$225,000.00",1216 BAYOU ST,LEHIGH ACRES,3 Bed/2(0),"1,272",1,"$218,000.00",08/11/23
,,"$219,000.00",16751 PHEASANT CT,FORT MYERS,2 Bed/2(0),"1,387",12,"$219,000.00",09/28/23
,,"$229,000.00",405 NE 11TH PL,CAPE CORAL,3 Bed/2(0),"1,316",12,"$220,000.00",12/05/23
,,"$299,000.00",5234 SUNNYBROOK CT,CAPE CORAL,2 Bed/2(0),"1,035",99,"$220,000.00",12/08/23
,,"$240,000.00",1823 SE 6TH LN,CAPE CORAL,3 Bed/2(0),"1,609",19,"$220,000.00",09/01/23
,,"$230,000.00",3817 SEMINOLE AVE,FORT MYERS,3 Bed/1(1),"1,248",21,"$220,000.00",11/13/23
,,"$220,000.00",12372 2ND ST,FORT MYERS,3 Bed/2(1),"1,352",--,"$220,000.00",05/01/23
,,"$220,000.00",599 CAROLINA AVE,FORT MYERS,5 Bed/2(0),"2,617",6,"$220,000.00",08/18/23
,,"$239,900.00",7008 CONSTITUTION BLVD #53,FORT MYERS,2 Bed/2(0),954,32,"$220,000.00",09/27/23
,,"$250,000.00",3213 SOUTH ST,FORT MYERS,3 Bed/1(0),"1,100",69,"$220,000.00",09/22/23
,,"$215,000.00",113 HIGHLAND AVE,LEHIGH ACRES,2 Bed/1(0),"1,075",3,"$220,000.00",12/21/23
,,"$269,000.00",3018 66TH ST W,LEHIGH ACRES,3+Den/2(0),"1,462",18,"$220,000.00",12/15/23
,,"$229,000.00",10 E JASMINE RD,LEHIGH ACRES,2 Bed/1(0),920,20,"$220,000.00",12/14/23
,,"$229,900.00",18450 ORANGECREST CT,LEHIGH ACRES,2 Bed/2(0),"1,166",10,"$220,000.00",10/04/23
,,"$268,500.00",9949 BIRR ST,FORT MYERS,3 Bed/2(0),"1,048",91,"$220,130.00",12/18/23
,,"$220,500.00",3212 24TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,130",--,"$220,500.00",02/28/23
,,"$222,000.00",4043 CHESSWOOD DR,HOLIDAY,2 Bed/1(0),988,--,"$222,000.00",07/07/23
,,"$205,000.00",2600 5TH ST SW,LEHIGH ACRES,2 Bed/1(0),"1,022",3,"$223,000.00",08/11/23
,,"$214,900.00",291 FRASER AVE,LABELLE,3 Bed/1(0),"1,222",35,"$223,496.00",09/01/23
,,"$225,000.00",1023 DOLPHIN DR,CAPE CORAL,2 Bed/2(0),"1,203",0,"$225,000.00",11/20/23
,,"$225,000.00",12947 THIRD ST E,FORT MYERS,3 Bed/1(0),"1,368",6,"$225,000.00",08/14/23
,,"$225,000.00",634 GRANDVIEW DR,LEHIGH ACRES,2 Bed/2(0),"1,176",0,"$225,000.00",11/21/23
,,"$219,000.00",1506 PAULA AVE S,LEHIGH ACRES,3 Bed/2(0),"1,379",10,"$225,000.00",11/21/23
,,"$260,000.00",827 HECTOR LN,LEHIGH ACRES,3 Bed/2(0),"1,720",10,"$225,000.00",12/01/23
,,"$225,000.00",216 SEATON AVE,LEHIGH ACRES,2 Bed/1(0),972,6,"$225,000.00",08/30/23
,,"$225,000.00",1241 GRAMAC DR,NORTH FORT MYERS,3 Bed/2(0),"1,124",3,"$225,000.00",10/31/23
,,"$220,000.00",18468 WINTER HAVEN RD,FORT MYERS,2 Bed/2(0),"1,138",1,"$226,000.00",12/29/23
,,"$225,000.00",941 HYACINTH ST,NORTH FORT MYERS,3 Bed/2(0),"1,122",5,"$226,000.00",12/11/23
,,"$235,000.00",902 SE 17TH TER,CAPE CORAL,3 Bed/2(0),"1,456",2,"$227,000.00",12/12/23
,,"$229,900.00",1122 GIFFORD AVE S,LEHIGH ACRES,2+Den/1(1),"1,220",84,"$227,000.00",09/22/23
,,"$228,900.00",3206 41ST ST SW,LEHIGH ACRES,3 Bed/2(0),"1,284",--,"$228,900.00",06/27/23
,,"$229,000.00",1465 MARANATHA DR,NORTH FORT MYERS,2 Bed/1(0),"1,078",40,"$229,000.00",10/20/23
,,"$229,900.00",500 E JASMINE RD,LEHIGH ACRES,2 Bed/1(0),970,0,"$229,900.00",08/11/23
,,"$275,000.00",14 SW 33RD AVE,CAPE CORAL,3 Bed/2(0),"1,404",19,"$230,000.00",08/23/23
,,"$260,000.00",127 SE 43RD LN,CAPE CORAL,3 Bed/2(0),"1,566",6,"$230,000.00",07/31/23
,,"$365,440.00",226 SE 6TH TER,CAPE CORAL,3 Bed/2(0),"1,952",39,"$230,000.00",10/06/23
,,"$250,000.00",17488 PHLOX,FORT MYERS,3 Bed/2(0),"1,539",0,"$230,000.00",12/15/23
,,"$230,000.00",12650 3RD ST,FORT MYERS,2 Bed/1(0),"1,120",14,"$230,000.00",11/03/23
,,"$239,900.00",11330 LUANNE LN,FORT MYERS,2 Bed/2(0),"1,038",6,"$230,000.00",09/29/23
,,"$299,000.00",15629 CANDLE DR,FORT MYERS,3 Bed/3(0),"1,860",26,"$230,000.00",09/13/23
,,"$225,000.00",1312 WASHINGTON AVE,LEHIGH ACRES,3 Bed/2(0),"1,480",6,"$230,000.00",10/19/23
,,"$230,000.00",912 ALLMAN AVE,LEHIGH ACRES,3 Bed/2(0),"1,400",--,"$230,000.00",09/15/23
,,"$275,000.00",1151 SUNRISE BLVD,LEHIGH ACRES,4 Bed/2(0),"1,790",5,"$230,000.00",08/28/23
,,"$225,000.00",501 PLUMOSA AVE,LEHIGH ACRES,2 Bed/2(0),"1,078",6,"$230,000.00",07/26/23
,,"$250,000.00",4419 N BAY CIR,NORTH FORT MYERS,3 Bed/2(0),"1,182",10,"$230,000.00",12/11/23
,,"$230,000.00",1703 MARINA TER,NORTH FORT MYERS,4 Bed/2(0),"1,428",2,"$230,000.00",10/09/23
,,"$239,000.00",6201 TALBOT ST,NORTH PORT,2 Bed/2(0),"1,104",19,"$230,000.00",11/17/23
,,"$249,900.00",26499 EAGER RD,PUNTA GORDA,2 Bed/1(0),858,60,"$230,000.00",11/15/23
,,"$231,000.00",2631 MONTEGO DR,FORT MYERS,2 Bed/2(0),"1,076",0,"$231,000.00",11/10/23
,,"$270,000.00",519 MCARTHUR AVE,LEHIGH ACRES,3 Bed/2(0),"1,639",4,"$232,000.00",09/27/23
,,"$232,000.00",17890 LEETANA RD,NORTH FORT MYERS,3 Bed/2(0),"2,046",--,"$232,000.00",08/18/23
,,"$290,000.00",1601 SW 12TH TER,CAPE CORAL,3 Bed/2(0),"1,522",3,"$232,869.00",10/23/23
,,"$230,000.00",771 FAIRVIEW AVE,FORT MYERS,3 Bed/2(0),"1,008",18,"$233,000.00",09/01/23
,,"$249,999.00",4311 WOODSIDE AVE,FORT MYERS,3 Bed/2(0),"1,008",3,"$234,000.00",12/18/23
,,"$259,000.00",33 BECKER DR,NORTH FORT MYERS,3 Bed/2(0),"1,164",9,"$234,500.00",09/29/23
,,"$234,900.00",4554 TENNESSEE WAY,FORT MYERS,2 Bed/2(0),"1,041",3,"$234,900.00",10/13/23
,,"$249,900.00",1039 SE 17TH PL,CAPE CORAL,3 Bed/2(0),"1,452",35,"$235,000.00",12/27/23
,,"$235,000.00",3525 SE 10TH PL,CAPE CORAL,3 Bed/2(0),"1,094",4,"$235,000.00",08/04/23
,,"$250,000.00",3511 W NIEMAN DR,CITRUS SPRINGS,3 Bed/2(0),"1,244",24,"$235,000.00",09/22/23
,,"$234,900.00",1930 CRANFORD AVE,FORT MYERS,4 Bed/2(0),"1,433",17,"$235,000.00",12/21/23
