,,List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
,,"$140,000.00",14489 CYPRESS TRACE CT,FORT MYERS,2 Bed/2(0),817,--,"$140,000.00",07/23/21
,,"$149,900.00",2110 DAVIS CT,FORT MYERS,4 Bed/2(0),"1,234",26,"$140,000.00",12/23/21
,,"$189,900.00",4030 RAINBOW DR,FORT MYERS,2 Bed/2(0),"1,351",9,"$140,000.00",10/08/21
,,"$149,000.00",512 IONE AVE,FORT MYERS,3 Bed/2(0),"1,104",43,"$140,000.00",10/13/21
,,"$100,000.00",4150 10TH AVE NE,NAPLES,2 Bed/1(0),"1,500",2,"$140,000.00",11/09/21
,,"$140,000.00",16 CLAYTON AVE,LEHIGH ACRES,3 Bed/2(0),"1,385",2,"$141,000.00",09/30/21
,,"$144,900.00",2103 DORA ST,FORT MYERS,3 Bed/1(0),890,2,"$142,500.00",11/17/21
,,"$155,000.00",577 LYNNEDA AVE,FORT MYERS,3 Bed/2(0),989,17,"$145,000.00",12/17/21
,,"$139,900.00",1543 MAPLE DR,FORT MYERS,3 Bed/2(0),"1,146",4,"$145,000.00",09/15/21
,,"$145,000.00",4923 DEAN ST,FORT MYERS,2 Bed/2(0),"1,390",0,"$145,000.00",09/08/21
,,"$145,000.00",409 CACTUS CIR,LEHIGH ACRES,2 Bed/1(0),874,0,"$145,000.00",12/23/21
,,"$140,900.00",150 BROOKS RD,NORTH FORT MYERS,2 Bed/2(0),"1,160",21,"$145,000.00",10/18/21
,,"$165,000.00",642 E OSCEOLA AVE,CLEWISTON,3 Bed/1(0),"1,014",22,"$147,000.00",11/30/21
,,"$150,000.00",4113 EDGEWOOD AVE,FORT MYERS,3 Bed/1(0),967,2,"$148,000.00",11/29/21
,,"$148,500.00",340 STOCKTON ST,NORTH FORT MYERS,3 Bed/1(0),"1,116",6,"$148,500.00",12/13/21
,,"$140,000.00",2902 WINONA DR,NORTH FORT MYERS,2 Bed/1(0),746,6,"$149,000.00",12/24/21
,,"$159,900.00",705 COOLIDGE AVE,LEHIGH ACRES,2 Bed/1(0),998,36,"$149,500.00",11/30/21
,,"$149,900.00",6229 MARKLAND AVE,FORT MYERS,3 Bed/1(0),"1,080",6,"$149,900.00",11/19/21
,,"$150,000.00",16873 WINDCREST DR,FORT MYERS,1+Den/1(0),663,13,"$150,000.00",12/06/21
,,"$150,000.00",1185 N BRIDGE ST,LABELLE,3+Den/1(0),"1,335",20,"$150,000.00",12/10/21
,,"$150,000.00",4404 E 9TH ST,LEHIGH ACRES,3 Bed/1(1),908,0,"$150,000.00",11/05/21
,,"$180,000.00",2707 E 3RD ST,LEHIGH ACRES,3 Bed/2(0),"1,030",78,"$150,000.00",12/10/21
,,"$139,900.00",3814 11TH ST SW,LEHIGH ACRES,2 Bed/1(0),720,4,"$151,000.00",11/30/21
,,"$159,900.00",442 AVENUE N,MOORE HAVEN,2 Bed/2(0),"1,120",5,"$152,500.00",12/17/21
,,"$144,900.00",304 E BOUGAINVILLEA RD,LEHIGH ACRES,2 Bed/1(0),696,16,"$154,000.00",11/29/21
,,"$159,900.00",1311 APPLE ST,IMMOKALEE,3 Bed/1(0),998,51,"$155,000.00",12/09/21
,,"$160,000.00",820 SHELDON AVE,LEHIGH ACRES,2 Bed/2(0),804,26,"$155,000.00",12/17/21
,,"$155,000.00",115 TEXAS RD,LEHIGH ACRES,2 Bed/1(0),858,1,"$155,000.00",11/23/21
,,"$149,900.00",807 JOEL BLVD,LEHIGH ACRES,2 Bed/1(0),696,14,"$155,000.00",10/22/21
,,"$152,200.00",111 ANDROS ST,LEHIGH ACRES,2 Bed/1(0),920,6,"$155,000.00",09/22/21
,,"$150,000.00",2043 MARAVILLA CIR,FORT MYERS,2+Den/1(0),"1,413",3,"$157,000.00",10/07/21
,,"$159,000.00",815 JARMILLA LN,FORT MYERS,3 Bed/2(0),"1,120",2,"$158,000.00",12/10/21
,,"$169,000.00",7490 PENTZ RD,BOKEELIA,1 Bed/1(0),572,15,"$159,000.00",12/13/21
,,"$159,000.00",10665 JACATREE CT,LEHIGH ACRES,2 Bed/2(0),864,2,"$159,000.00",11/08/21
,,"$169,900.00",21107 MEEHAN AVE,PORT CHARLOTTE,2 Bed/1(0),851,13,"$159,900.00",11/29/21
,,"$165,000.00",3255 MARION ST,FORT MYERS,2 Bed/1(0),572,13,"$160,000.00",10/29/21
,,"$175,000.00",14430 BRIAR LN,FORT MYERS,3 Bed/1(0),925,51,"$160,000.00",12/21/21
,,"$165,000.00",1009 JOEL BLVD,LEHIGH ACRES,3 Bed/1(0),"1,090",3,"$160,000.00",12/17/21
,,"$179,900.00",343 HAZELWOOD AVE S,LEHIGH ACRES,2+Den/1(0),"1,321",53,"$160,000.00",11/09/21
,,"$160,000.00",714 ARTHUR AVE,LEHIGH ACRES,3 Bed/2(0),"1,038",0,"$160,000.00",09/13/21
,,"$160,000.00",1275 WENDELL AVE,NORTH FORT MYERS,2 Bed/2(0),893,--,"$160,000.00",08/31/21
,,"$164,900.00",19829 EAGLE TRACE CT,NORTH FORT MYERS,2 Bed/2(0),"1,248",2,"$160,000.00",11/18/21
,,"$157,900.00",2393 STARLITE LN,PORT CHARLOTTE,2 Bed/1(0),962,19,"$160,000.00",10/25/21
,,"$175,000.00",4275 SCOTT AVE,FORT MYERS,2 Bed/1(0),"1,056",6,"$161,000.00",12/07/21
,,"$200,000.00",4409 28TH ST SW #11,LEHIGH ACRES,3 Bed/2(0),"1,283",3,"$161,000.00",12/21/21
,,"$157,500.00",709 LEELAND HEIGHTS BLVD W,LEHIGH ACRES,3 Bed/1(0),"1,147",2,"$162,225.00",10/29/21
,,"$159,900.00",2120 HANSON ST,FORT MYERS,3 Bed/2(0),"1,351",2,"$164,000.00",09/03/21
,,"$183,900.00",2657 JACKSON ST,FORT MYERS,2 Bed/1(0),805,41,"$165,000.00",12/30/21
,,"$164,900.00",313 CANYON DR N,LEHIGH ACRES,2 Bed/1(0),920,4,"$165,000.00",12/09/21
,,"$164,900.00",203 E JASMINE RD,LEHIGH ACRES,3 Bed/2(0),"1,587",3,"$165,000.00",10/08/21
,,"$165,000.00",3014 14TH ST SW,LEHIGH ACRES,2 Bed/1(0),920,10,"$165,000.00",10/04/21
,,"$179,000.00",936 RIDGEWAY DR,NORTH FORT MYERS,2 Bed/2(0),895,1,"$165,000.00",11/02/21
,,"$157,500.00",5886 GUEST CT,NORTH FORT MYERS,6 or More/5(0),"2,924",6,"$165,000.00",09/20/21
,,"$165,000.00",22155 BELINDA AVE,PORT CHARLOTTE,2 Bed/2(0),"1,144",15,"$165,000.00",10/07/21
,,"$177,500.00",11692 SW PINE AVE,ARCADIA,3 Bed/2(0),"1,586",8,"$167,000.00",12/06/21
,,"$169,000.00",313 LOUISE AVE,FORT MYERS,4 Bed/2(0),"1,298",4,"$169,000.00",10/20/21
,,"$169,900.00",22 PERIDOT AVE #22-PT,NAPLES,2 Bed/2(0),"1,214",0,"$169,900.00",12/17/21
,,"$169,900.00",718 LADY BIRD LN,NORTH FORT MYERS,2+Den/2(0),"1,436",18,"$169,900.00",12/31/21
,,"$190,000.00",18566 DOGWOOD RD,FORT MYERS,3 Bed/2(0),"1,008",0,"$170,000.00",09/24/21
,,"$179,500.00",1919 MAPLE DR,FORT MYERS,3 Bed/1(0),912,12,"$170,000.00",10/05/21
,,"$170,000.00",309 E BOUGAINVILLEA RD,LEHIGH ACRES,3 Bed/1(1),"1,368",9,"$170,000.00",10/26/21
,,"$170,000.00",200 E 3RD ST,LEHIGH ACRES,2 Bed/2(0),836,3,"$170,000.00",09/23/21
,,"$170,000.00",701 FILLMORE AVE,LEHIGH ACRES,2 Bed/2(0),"1,096",0,"$170,000.00",09/30/21
,,"$175,000.00",2153 TWIN BROOKS RD,NORTH FORT MYERS,3 Bed/2(0),"1,000",55,"$170,000.00",12/30/21
,,"$179,000.00",2317 GREEN ST,SOUTH DAYTONA,3 Bed/2(0),"1,640",4,"$170,000.00",10/04/21
,,"$159,500.00",1421 CAYWOOD CIR S,LEHIGH ACRES,3 Bed/2(0),"1,118",4,"$171,000.00",09/16/21
,,"$179,900.00",13814 5TH ST,FORT MYERS,2 Bed/1(0),864,5,"$172,000.00",11/16/21
,,"$169,000.00",4549 TENNESSEE WAY,FORT MYERS,2 Bed/1(0),896,18,"$172,000.00",10/26/21
,,"$175,000.00",307 CLARA ST,FORT MYERS,3 Bed/1(0),"1,473",15,"$172,800.00",12/10/21
,,"$169,900.00",2109 FRENCH ST,FORT MYERS,3 Bed/2(0),"1,144",8,"$172,900.00",11/09/21
,,"$169,900.00",8674 ATHENA CT,LEHIGH ACRES,2 Bed/2(1),"1,520",59,"$173,000.00",12/23/21
,,"$175,000.00",1212 BARNSDALE ST,LEHIGH ACRES,2 Bed/1(1),926,23,"$173,000.00",11/05/21
,,"$179,900.00",14041 STRINGFELLOW RD,BOKEELIA,2 Bed/2(0),720,11,"$175,000.00",10/21/21
,,"$200,000.00",2349 DOVER AVE,FORT MYERS,2 Bed/2(0),"1,164",0,"$175,000.00",11/08/21
,,"$175,000.00",2982 THOMAS ST,FORT MYERS,3 Bed/1(1),"1,352",10,"$175,000.00",11/23/21
,,"$210,000.00",2230 FRANKLIN ST,FORT MYERS,3 Bed/2(0),"1,402",25,"$175,000.00",11/30/21
,,"$175,000.00",2105 FLOWERS DR,FORT MYERS,3 Bed/2(0),"2,010",31,"$175,000.00",12/15/21
,,"$185,000.00",12938 FOURTH ST,FORT MYERS,3 Bed/1(0),"1,040",6,"$175,000.00",10/20/21
,,"$189,900.00",1438 MARSH AVE,FORT MYERS,3 Bed/1(0),948,1,"$176,000.00",11/29/21
,,"$169,900.00",2302 DAVIS BLVD,FORT MYERS,3 Bed/2(0),"1,050",3,"$177,777.00",09/16/21
,,"$189,900.00",1409 IRONDALE ST E,LEHIGH ACRES,2 Bed/2(0),"1,176",6,"$178,000.00",11/17/21
,,"$189,900.00",2819 WEST RD,FORT MYERS,3 Bed/1(0),"1,100",32,"$178,900.00",12/17/21
,,"$178,900.00",2092 FOUNTAIN ST,FORT MYERS,3 Bed/2(0),"1,008",4,"$179,000.00",12/23/21
,,"$199,900.00",8378 CARDINAL RD,FORT MYERS,2 Bed/1(0),864,5,"$180,000.00",12/28/21
,,"$180,000.00",4947 HOWARD ST,FORT MYERS,3 Bed/2(0),"1,136",7,"$180,000.00",12/27/21
,,"$180,000.00",803 PALM RIDGE DR,IMMOKALEE,3 Bed/1(0),936,5,"$180,000.00",11/10/21
,,"$180,000.00",491 CLARK ST,LABELLE,3 Bed/2(0),"1,120",4,"$180,000.00",11/23/21
,,"$190,000.00",3214 25TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,152",5,"$180,000.00",11/16/21
,,"$179,900.00",120 BURNSIDE ST,LEHIGH ACRES,2 Bed/2(0),"1,626",6,"$180,000.00",12/16/21
,,"$200,000.00",3212 27TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,932",66,"$180,000.00",11/15/21
,,"$180,000.00",936 NARCISSUS ST,NORTH FORT MYERS,2 Bed/2(0),"1,156",6,"$180,000.00",12/10/21
,,"$198,000.00",4114 4TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,274",5,"$184,000.00",10/29/21
,,"$199,000.00",118 SE 10TH TER,CAPE CORAL,2 Bed/2(0),"1,368",0,"$185,000.00",12/29/21
,,"$185,000.00",2991 RIBBON CT,FORT MYERS,3 Bed/2(0),"1,276",5,"$185,000.00",11/12/21
,,"$169,999.00",802 COOLIDGE AVE,LEHIGH ACRES,2+Den/1(1),"1,008",5,"$185,000.00",11/19/21
,,"$189,900.00",10698 TULIPTREE CT,LEHIGH ACRES,2 Bed/2(0),"1,068",4,"$185,000.00",09/30/21
,,"$200,000.00",4500 DOR LEE LN,NORTH FORT MYERS,2 Bed/1(0),640,5,"$185,000.00",11/12/21
,,"$182,000.00",2619 PARKVIEW DR,FORT MYERS,3 Bed/2(0),"1,196",0,"$186,000.00",12/24/21
,,"$199,900.00",13 E JERSEY RD,LEHIGH ACRES,2 Bed/1(1),"1,040",5,"$186,500.00",12/24/21
,,"$210,000.00",413 ALABAMA RD S,LEHIGH ACRES,3 Bed/1(0),"1,008",4,"$187,000.00",11/05/21
,,"$220,000.00",4200 KILPATRICK ST,PORT CHARLOTTE,2 Bed/2(0),"1,370",17,"$187,000.00",11/11/21
,,"$188,000.00",4220 MALLEE ST,PORT CHARLOTTE,2 Bed/2(0),917,--,"$188,000.00",07/21/21
,,"$200,000.00",13905 NASSAU ST,FORT MYERS,3 Bed/1(0),"1,040",42,"$188,500.00",11/16/21
,,"$189,900.00",7133 ALMENDRO TER #3,FORT MYERS,2 Bed/2(0),976,1,"$189,000.00",12/16/21
,,"$195,000.00",16781 GINA WAY,FORT MYERS,2 Bed/1(0),"1,038",3,"$190,000.00",11/30/21
,,"$185,000.00",2671 PURSLANE DR,FORT MYERS,2 Bed/1(0),856,6,"$190,000.00",12/29/21
,,"$185,000.00",35 SKIPTON CIR,FORT MYERS,3 Bed/2(0),"1,092",2,"$190,000.00",09/30/21
,,"$199,900.00",4060 S EDGEWATER CIR,LABELLE,2 Bed/2(0),"1,176",31,"$190,000.00",12/03/21
,,"$194,900.00",417 CANDLEWICK CIR S,LEHIGH ACRES,3 Bed/2(0),"1,053",4,"$190,000.00",12/27/21
,,"$185,000.00",2107 E 6TH ST,LEHIGH ACRES,2+Den/2(0),945,12,"$190,000.00",11/18/21
,,"$194,900.00",1525 MEDFORD PL,LEHIGH ACRES,2 Bed/2(0),"1,062",71,"$190,000.00",12/28/21
,,"$179,900.00",28 MARYLAND RD,LEHIGH ACRES,2+Den/1(0),"1,092",8,"$190,000.00",10/22/21
,,"$190,000.00",2665 PAN AMERICAN BLVD,NORTH PORT,2 Bed/2(0),911,0,"$190,000.00",11/17/21
,,"$194,900.00",515 KARA LYNN CT,LABELLE,3 Bed/2(0),"1,113",6,"$191,000.00",10/18/21
,,"$185,000.00",1208 DUNNDALE ST,LEHIGH ACRES,2 Bed/1(0),997,6,"$191,500.00",12/30/21
,,"$180,000.00",3736 EDGEWOOD AVE,FORT MYERS,3 Bed/2(0),"1,430",6,"$192,000.00",12/26/21
,,"$199,900.00",2407 DUPREE ST,FORT MYERS,3 Bed/2(0),"1,120",23,"$192,000.00",12/03/21
,,"$192,500.00",3548 PATRICK AVE,FORT MYERS,3 Bed/2(0),"1,332",5,"$192,500.00",11/03/21
,,"$198,000.00",2631 SE 17TH AVE,CAPE CORAL,2 Bed/2(0),"1,160",0,"$193,000.00",09/16/21
,,"$240,000.00",3207 7TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,422",0,"$193,000.00",11/30/21
,,"$215,905.00",22 PALM BLVD,LEHIGH ACRES,2+Den/2(0),"1,420",5,"$193,000.00",12/02/21
,,"$120,000.00",3440 4TH AVE NE,NAPLES,3 Bed/2(0),"1,056",2,"$193,000.00",09/03/21
,,"$198,500.00",2401 HIBISCUS RD,FORT MYERS,4 Bed/2(0),"1,184",2,"$194,000.00",09/20/21
,,"$189,500.00",3011 APACHE ST,FORT MYERS,3+Den/2(0),"1,340",3,"$194,000.00",10/14/21
,,"$194,900.00",19 GREENWOOD AVE,LEHIGH ACRES,2 Bed/1(0),"1,137",30,"$194,900.00",11/19/21
,,"$185,000.00",13013 NINTH ST,FORT MYERS,3 Bed/2(0),"1,075",2,"$195,000.00",09/28/21
,,"$194,800.00",309 E PENN RD,LEHIGH ACRES,3 Bed/1(1),"1,160",8,"$195,000.00",11/30/21
,,"$195,000.00",3003 3RD ST SW,LEHIGH ACRES,3 Bed/2(0),"1,308",8,"$195,000.00",12/02/21
,,"$200,000.00",323 DELLWOOD AVE,LEHIGH ACRES,2 Bed/2(1),"1,228",23,"$195,000.00",12/25/21
,,"$199,900.00",1204 BARNSDALE ST,LEHIGH ACRES,2+Den/2(0),"1,188",4,"$195,000.00",10/01/21
,,"$189,900.00",9245 AEGEAN CIR,LEHIGH ACRES,2+Den/2(0),"1,402",3,"$196,900.00",10/07/21
,,"$199,000.00",8028 SPICE CT,LABELLE,2 Bed/2(0),"1,209",8,"$199,000.00",10/28/21
,,"$199,000.00",4065 S EDGEWATER CIR,LABELLE,3+Den/2(0),"1,176",12,"$199,000.00",09/27/21
,,"$199,900.00",423 W HAITI AVE,CLEWISTON,2 Bed/2(0),"1,260",15,"$199,900.00",11/12/21
,,"$199,900.00",1549 GILBERT AVE S #1551,LEHIGH ACRES,6 or More/4(0),"2,298",--,"$199,900.00",03/09/21
,,"$199,900.00",3900 12TH ST SW,LEHIGH ACRES,2 Bed/2(0),"1,350",11,"$199,900.00",12/13/21
,,"$199,900.00",1645 COUNTRY CLUB PKY,LEHIGH ACRES,2+Den/2(0),"1,072",7,"$199,900.00",11/24/21
,,"$199,900.00",5119 5TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,236",2,"$199,900.00",11/15/21
,,"$199,900.00",118 DURLAND AVE,LEHIGH ACRES,3 Bed/2(0),"1,411",0,"$199,900.00",09/24/21
,,"$199,999.00",1304 EDISON AVE,LEHIGH ACRES,3 Bed/2(0),"1,200",0,"$199,999.00",11/29/21
,,"$205,000.00",1435 SE 33RD TER,CAPE CORAL,2 Bed/2(0),"1,060",4,"$200,000.00",11/24/21
,,"$250,000.00",322 SW 23RD TER,CAPE CORAL,2 Bed/2(0),"1,385",17,"$200,000.00",11/22/21
,,"$200,000.00",5709 W SR 80,FORT DENAUD,2+Den/2(0),"1,296",3,"$200,000.00",10/29/21
,,"$189,000.00",13326 1ST ST,FORT MYERS,2 Bed/1(0),"1,300",4,"$200,000.00",12/28/21
,,"$199,900.00",3067 CENTRAL AVE,FORT MYERS,3 Bed/2(0),"1,209",14,"$200,000.00",12/17/21
,,"$198,000.00",2200 TROPIC AVE,FORT MYERS,2 Bed/2(0),"1,012",2,"$200,000.00",11/19/21
,,"$199,990.00",1677 POINSETTIA AVE,LEHIGH ACRES,3 Bed/2(0),"1,194",1,"$200,000.00",12/23/21
,,"$200,000.00",1408 HUNTDALE ST E,LEHIGH ACRES,3 Bed/2(0),"1,323",4,"$200,000.00",11/29/21
,,"$200,000.00",119 ROWLAND RD,LEHIGH ACRES,3 Bed/2(0),"1,143",9,"$200,000.00",12/07/21
,,"$190,000.00",3107 20TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,241",5,"$200,000.00",10/29/21
,,"$209,000.00",117 EIGHTH AVE,LEHIGH ACRES,3 Bed/2(0),"1,246",5,"$200,000.00",11/10/21
,,"$200,000.00",525 JEFFERSON DR,LEHIGH ACRES,3 Bed/1(0),"1,144",2,"$200,000.00",10/14/21
,,"$249,000.00",2410 2ND AVE SE,NAPLES,3 Bed/1(0),984,16,"$200,000.00",12/08/21
,,"$179,900.00",215 HIGHLAND AVE,LEHIGH ACRES,2 Bed/1(0),"1,311",3,"$200,100.00",10/04/21
,,"$189,000.00",4004 TEAK CT,LABELLE,3 Bed/2(0),"1,067",4,"$200,500.00",11/16/21
,,"$179,900.00",6231 NEAL RD,FORT MYERS,2 Bed/2(0),"1,024",7,"$202,000.00",09/29/21
,,"$200,000.00",5530 BEAUTY ST,LEHIGH ACRES,3 Bed/2(0),"1,232",15,"$202,000.00",12/17/21
,,"$225,000.00",4008 E PALOMAR CIR,LABELLE,3 Bed/2(0),"1,238",9,"$203,000.00",12/17/21
,,"$204,990.00",2105 NE 5TH AVE,CAPE CORAL,3 Bed/2(0),"1,551",--,"$204,990.00",08/25/21
,,"$205,000.00",18669 W TANGERINE RD,FORT MYERS,3 Bed/2(1),"1,616",0,"$205,000.00",12/15/21
,,"$205,000.00",13932 1ST ST,FORT MYERS,3 Bed/2(0),"1,326",2,"$205,000.00",12/28/21
,,"$200,000.00",9793 MAPLECREST CIR,LEHIGH ACRES,3 Bed/2(0),"1,581",2,"$205,000.00",12/30/21
,,"$210,000.00",3809 5TH ST W,LEHIGH ACRES,3 Bed/1(0),"1,350",30,"$205,000.00",12/15/21
,,"$199,900.00",6002 TERRY AVE N,LEHIGH ACRES,3 Bed/2(0),"1,479",4,"$205,000.00",11/04/21
,,"$199,900.00",4005 12TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,122",4,"$205,000.00",10/29/21
,,"$198,000.00",616 GRANDVIEW DR,LEHIGH ACRES,2+Den/2(0),"1,246",1,"$205,000.00",10/15/21
,,"$200,000.00",804 TAYLOR LN,LEHIGH ACRES,3 Bed/1(0),"1,060",5,"$205,000.00",11/10/21
,,"$210,000.00",111 INDIANA PL,LEHIGH ACRES,3 Bed/2(0),"1,176",16,"$205,000.00",10/13/21
,,"$195,000.00",1206 JAGUAR BLVD,LEHIGH ACRES,3 Bed/2(0),"1,057",3,"$205,000.00",09/16/21
,,"$200,000.00",4314 3RD ST W,LEHIGH ACRES,3 Bed/2(0),"1,652",3,"$205,100.00",10/29/21
,,"$205,300.00",1219 THOMPSON AVE,LEHIGH ACRES,3 Bed/2(0),"1,176",5,"$205,300.00",10/28/21
,,"$205,900.00",10075 BROKEN WOODS CT,NORTH FORT MYERS,2 Bed/2(0),"1,296",4,"$205,900.00",10/22/21
,,"$187,500.00",9789 MAPLECREST CIR,LEHIGH ACRES,3 Bed/2(0),"1,538",1,"$206,550.00",11/17/21
,,"$199,000.00",906 JAMES AVE,LEHIGH ACRES,2 Bed/2(0),"1,350",5,"$206,900.00",10/23/21
,,"$199,900.00",2680 PARKER AVE,FORT MYERS,3+Den/2(0),"1,375",6,"$207,000.00",10/13/21
,,"$199,500.00",200 OREGON RD W,LEHIGH ACRES,3 Bed/1(1),"1,159",6,"$208,000.00",10/29/21
,,"$229,900.00",1702 NE 7TH ST,CAPE CORAL,2 Bed/2(0),"1,216",4,"$209,900.00",10/12/21
,,"$210,000.00",7 KINGSMAN CIR,FORT MYERS,4 Bed/2(0),"2,049",16,"$210,000.00",12/30/21
,,"$215,000.00",4480 LAGG AVE,FORT MYERS,2 Bed/1(0),800,34,"$210,000.00",12/21/21
,,"$210,000.00",15818 KEYGRASS LN,FORT MYERS,3 Bed/2(0),"1,099",6,"$210,000.00",09/30/21
,,"$245,000.00",4309 10TH ST SW,LEHIGH ACRES,4 Bed/2(0),"1,447",0,"$210,000.00",09/07/21
,,"$210,000.00",4100 35TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,193",2,"$210,000.00",09/30/21
,,"$210,000.00",3741 TROPICAL POINT DR,ST. JAMES CITY,2+Den/1(1),"1,304",0,"$210,000.00",10/28/21
,,"$204,900.00",1432 NE 5TH TER,CAPE CORAL,3 Bed/2(0),"1,184",3,"$210,900.00",11/05/21
